代码,名称,收盘价,涨跌幅,换手率,龙虎榜净买额(万),市场总成交额(万),Ntransac,上榜原因,Oldid,龙虎榜卖出额(万),龙虎榜买入额(万),龙虎榜成交额(万),上榜日,净买额占总成交比,成交额占总成交比,流通市场(亿),上榜后1日,Rchange1do,上榜后2日,Rchange2do,Rchange3dc,Rchange3do,上榜后5日,Rchange5do,上榜后10日,Rchange10do,Rchange15dc,Rchange15do,Rchange20dc,Rchange20do,Rchange30dc,Rchange30do,Rchange1m,Rchange3m,Rchange6m,Rchange1y,SumCount,JGBSumCount,JGSSumCount,JGBMoney,JGSMoney,JGJMMoney,解读
600284,浦东建设,8.54,10.0515,0.91,34608,75266,8813379,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3209228,15083,49691,64774,2019-03-25,45.98,86.06,83,4.0984,-10.5431,-1.7564,-14.4835,-11.5925,-20.1278,-4.6838,-13.525,-1.9906,-11.5016,-1.2881,-10.1171,,,,,54.71014491,67.77996062,63.91554696,38.05357022,,,,,,,买一主买，成功率57.97%
600284,浦东建设,8.54,10.0515,0.91,27413,166383,20555246,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209211,25993,53406,79399,2019-03-25,16.48,47.72,83,4.0984,-10.5431,-1.7564,-14.4835,-11.5925,-20.1278,-4.6838,-13.525,-1.9906,-11.5016,-1.2881,-10.1171,,,,,54.71014491,67.77996062,63.91554696,38.05357022,,,,,,,实力游资买入，成功率59.14%
600289,*ST信通,3.35,5.0157,1.43,1588,129403,41332596,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,3209224,10786,12375,23161,2019-03-25,1.23,17.90,19,-4.1791,-10.2273,-8.9552,-15.625,-12.2388,-16.1932,-8.3582,-12.7841,-6.5672,-11.9318,-2.6866,-6.25,,,,,29.34362932,24.53531593,36.73469387,-6.68523839,,,,,,,实力游资买入，成功率22.22%
600345,长江通信,39.61,9.9972,19,276607,1672667,43293681,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209218,167705,444312,612017,2019-03-25,16.54,36.59,78,-2.9538,-6.196,1.944,-1.9995,-4.0646,-7.7265,-5.8066,-8.7139,-8.7604,-11.7996,-12.9008,-15.6258,,,,,63.67768592,86.04978865,76.83035711,68.19513697,,,,,,,买一主买，成功率43.46%
600352,浙江龙盛,13.82,10.0318,2.79,239592,3460795,268104065,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209216,339473,579064,918537,2019-03-25,6.92,26.54,450,3.4732,-1.3816,13.8205,11.8421,17.2214,8.2237,36.903,34.4737,76.1939,59.2105,57.0912,44.1447,,,,,34.30515064,47.80748664,41.02040816,29.3591281,,,,,,,2家机构买入，成功率51.46%
600359,新农开发,6.97,9.9369,16.18,17763,415145,61747219,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3209233,31308,49072,80380,2019-03-25,4.28,19.36,27,-10.043,-12.0301,-16.6428,-14.5865,-22.5251,-18.9474,-18.7948,-14.8872,-8.0344,-4.3609,-10.9039,-7.0677,,,,,59.13242006,59.13242006,46.42857145,-1.41442718,,,,,,,浙江资金买入，成功率43.85%
600399,*ST抚钢,4.69,4.4543,1.13,-4389,306230,69369199,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,3209225,21517,17127,38644,2019-03-25,-1.43,12.62,92,-4.9041,-5.7325,-8.5288,-8.9172,-8.1023,-13.1635,-8.9552,-8.2803,-4.9041,-5.3079,-2.7719,-1.4862,,,,,35.15850153,97.05882365,-10.32504777,-14.72727271,,,,,,,实力游资买入，成功率33.71%
600410,华胜天成,10.67,10,10.68,-14716,3679091,375395654,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209221,197080,182365,379445,2019-03-25,-0.40,10.31,117,-10.0281,-9.3539,-13.4021,-12.2469,-17.4321,-14.1755,-11.4339,-8.6789,-15.1828,-11.9576,-11.059,-8.1003,,,,,55.0872093,67.76729559,39.29503916,3.81523594,,,,,,,实力游资买入，成功率48.34%
600422,昆药集团,12.48,5.9423,13.68,-60374,3137877,271946370,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209210,377002,316628,693630,2019-03-25,-1.92,22.11,95,-4.0865,-9.8438,0.1603,-9.5312,-9.8558,-20.7031,-14.3429,-16.3281,11.7788,5.0781,14.984,10.0781,,,,,80.8695652,99.67999999,74.78991596,39.75363942,,,,,,,实力游资买入，成功率37.04%
600639,浦东金桥,17.55,10.0313,3.24,-39962,569208,32937296,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209213,109758,69796,179553,2019-03-25,-7.02,31.54,149,-9.9715,-10.5233,-13.5043,-13.2558,-16.0684,-13.8372,-9.5726,-6.9767,-6.4957,-4.8837,-6.2678,-4.3605,,,,,37.97169811,52.74151436,56.97674419,22.05220669,,,,,,,实力游资买入，成功率33.44%
600679,上海凤凰,15.94,-9.9944,6.81,-4987,254477,15711840,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3209230,22477,17490,39966,2019-03-25,-1.96,15.71,37,-7.7792,-3.8462,-6.399,-3.9765,-11.1669,-8.279,-5.5834,-2.8683,-4.9561,-1.6949,-8.4693,-4.9544,,,,,41.81494659,47.59259258,26.00790512,-6.72908134,,,,,,,实力游资卖出，成功率36.49%
600745,闻泰科技,32.35,9.9966,2.68,25204,1060660,35290091,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209219,180876,206079,386955,2019-03-25,2.38,36.48,206,-4.9459,-11.2204,-6.9243,-13.9387,-8.6553,-15.5581,2.2566,-4.1064,16.847,8.4731,12.6121,8.878,,,,,22.44511733,40.83587286,6.1351706,29.22645399,,,,,,,上海资金买入，成功率49.29%
600783,鲁信创投,25.95,-9.6448,12.91,-180386,2707815,96089036,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3209232,272020,91633,363653,2019-03-25,-6.66,13.43,193,-9.7495,-4.9798,-8.0925,-5.1822,-15.0674,-10.7692,-8.7861,-3.8866,-11.0212,-7.247,-12.2929,-7.7733,,,,,25.30178657,67.6356589,156.93069304,110.38616494,,,,,,,实力游资卖出，成功率17.73%
600800,天津磁卡,8.92,-3.6717,21.03,-64318,1203121,128488992,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3209234,132391,68073,200464,2019-03-25,-5.35,16.66,54,-6.278,-2.8571,3.139,-0.5714,-7.1749,-8.9143,-7.3991,-1.8286,1.2332,0.3429,-0.6726,0.2286,,,,,47.43801652,71.20921306,63.07129797,37.44221881,,,,,,,浙江资金卖出，成功率41.82%
600928,西安银行,11.58,-4.6914,34.75,-46344,1764566,154449377,有价格涨跌幅限制的日换手率达到20%的前三只证券,3209237,129119,82775,211894,2019-03-25,-2.63,12.01,51,-0.2591,0.614,0,-0.8772,-7.772,-7.0175,7.3402,7.1053,-1.468,-0.7018,-3.3679,-3.2456,,,,,147.43589744,147.43589744,147.43589744,147.43589744,,,,,,,实力游资卖出，成功率37.67%
601515,东风股份,14.73,10.0075,3.5,-62042,1028835,75503569,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209214,223703,161660,385363,2019-03-25,-6.03,37.46,164,-2.8513,-5.3333,6.8568,-0.3333,-3.8018,-14.8,-5.7705,-9.7333,-4.3449,-8.0667,-9.3007,-9.8,,,,,54.40251572,100.95497947,92.89485891,65.99884373,,,,,,,买一主买，成功率50.81%
601606,长城军工,18.36,4.9743,37.54,21969,1023335,55565866,有价格涨跌幅限制的日换手率达到20%的前三只证券,3209236,37357,59326,96683,2019-03-25,2.15,9.45,27,-8.7691,-7.3481,-11.4379,-10.1657,-12.0915,-8.895,-4.6841,-3.0387,-3.7582,-3.3149,-6.5904,-5.2486,,,,,29.66101695,48.66396761,-2.49601699,451.35135135,,,,,,,实力游资买入，成功率49.21%
002473,圣莱达,11.29,-9.9681,8.32,9414,154240,13310000,日跌幅偏离值达到7%的前五只证券,3207729,12655,22069,34724,2019-03-25,6.10,22.51,18,-6.8202,-4.1818,-7.7945,-6.8182,-10.9832,-10.4545,-7.7945,-5.4545,1.0629,6.8182,-3.8973,-0.4545,,,,,41.30162588,68.00595101,96.00694278,47.5816981,,,,,,,实力游资卖出，成功率11.89%
002488,金固股份,10.9,-9.9917,10.99,-19902,939610,84520000,日跌幅偏离值达到7%的前五只证券,3207728,60123,40221,100344,2019-03-25,-2.12,10.68,84,2.2936,1.9856,0.8257,-2.5271,-6.422,-7.9422,-1.3761,-2.7978,-1.9266,-4.7834,-4.2202,-5.8664,,,,,53.52112676,58.66084424,60.95209649,20.30526806,,,,,,,实力游资卖出，成功率30.83%
002565,顺灏股份,14.88,9.9778,9.35,86547,923670,64040000,日涨幅偏离值达到7%的前五只证券,3207726,95217,181764,276981,2019-03-25,9.37,29.99,102,10.0134,2.25,21.0349,18.75,13.0376,-0.4375,36.7608,30.625,45.5645,30.625,34.0726,24.8125,,,,,54.51713396,286.49350657,225.60175054,183.08734771,,,,,,,买一主买，成功率57.39%
002565,顺灏股份,14.88,9.9778,9.35,79333,2721560,202150000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3207745,171764,251098,422862,2019-03-25,2.91,15.54,102,10.0134,2.25,21.0349,18.75,13.0376,-0.4375,36.7608,30.625,45.5645,30.625,34.0726,24.8125,,,,,54.51713396,286.49350657,225.60175054,183.08734771,,,,,,,买一主买，成功率57.04%
002604,*ST龙力,2.52,2.8571,10.25,10855,139780,55600000,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,3207751,12185,23040,35225,2019-03-25,7.77,25.20,13,-5.1587,-3.2922,-9.5238,-6.9959,-13.8889,-11.5226,-7.1429,1.2346,-10.7143,-7.4074,-7.1429,-5.3498,,,,,56.52173913,32.63157902,39.22651926,-71.16704818,,,,,,,实力游资买入，成功率37.62%
002622,融钰集团,4.88,9.9099,9.27,46720,363440,77830000,日振幅值达到15%的前五只证券,3207734,30239,76959,107198,2019-03-25,12.85,29.50,41,-6.5574,-7.1721,-8.6066,-8.6066,-5.5328,-5.9426,8.8115,7.1721,12.5,11.2705,7.1721,6.9672,,,,,31.53638811,44.80712164,49.6932515,-62.02334631,,,,,,,实力游资买入，成功率17.37%
002639,雪人股份,11.57,2.5709,20.48,-33707,2212360,194070000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3207744,267934,234227,502161,2019-03-25,-1.52,22.70,60,-1.2965,2.0408,5.8773,-1.1054,-4.6672,-8.5034,2.0743,0.1701,27.917,20.4932,31.2878,26.5306,,,,,42.31242312,104.77876103,96.434635,57.41496596,,,,,,,主力做T，成功率44.31%
002750,龙津药业,19.74,4.059,12.43,29788,983160,49380000,日振幅值达到15%的前五只证券,3207733,108951,138739,247690,2019-03-25,3.03,25.19,78,-8.1054,-7.4643,1.0638,-1.2705,-9.0172,-14.4521,-13.1206,-8.9465,-6.231,-5.2409,-3.9007,-0.2118,,,,,214.83253591,238.01369868,216.34615387,145.99012734,,,,,,,浙江资金买入，成功率52.32%
002824,和胜股份,15.65,9.9789,20.33,24361,231020,15330000,日振幅值达到15%的前五只证券,3207737,27750,52111,79861,2019-03-25,10.55,34.57,12,-1.5974,-1.7263,8.2428,8.376,19.0415,17.0077,2.9393,0.0639,-3.2588,-3.7724,-6.4537,-6.5217,,,,,63.02083331,61.34020618,50.77071286,-8.91279754,,,,,,,实力游资买入，成功率62.64%
002824,和胜股份,15.65,9.9789,20.33,40733,359920,24690000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3207748,31073,71806,102879,2019-03-25,11.32,28.58,12,-1.5974,-1.7263,8.2428,8.376,19.0415,17.0077,2.9393,0.0639,-3.2588,-3.7724,-6.4537,-6.5217,,,,,63.02083331,61.34020618,50.77071286,-8.91279754,,,,,,,实力游资买入，成功率61.02%
002855,捷荣技术,11.04,-9.5082,10.17,-4987,97230,8490000,日跌幅偏离值达到7%的前五只证券,3207730,11478,6491,17969,2019-03-25,-5.13,18.48,9,-3.1703,-2.7027,-3.8949,-5.4054,-5.6159,-5.7658,-0.8152,-0.8108,3.2609,2.7928,15.4891,12.0721,,,,,20,26.60550447,19.09385115,5.66752171,,,,,,,实力游资卖出，成功率6.67%
002862,实丰文化,31.05,-4.1667,24.33,-1331,246620,7580000,日换手率达到20%的前五只证券,3207742,13109,11778,24887,2019-03-25,-0.54,10.09,10,-9.9839,-13.4893,-12.4638,-13.8097,-9.533,-11.8872,-8.5024,-8.4588,-6.6667,-8.9715,-13.0435,-14.1301,,,,,17.34693877,38.18424569,86.26274747,8.84093804,,,,,,,主力做T，成功率20.45%
002883,中设股份,31.8,0.8563,28.84,8488,283880,8940000,日换手率达到20%的前五只证券,3207740,63790,72278,136068,2019-03-25,2.99,47.93,10,-2.9245,-1.5462,0.7862,0.9151,-9.2767,-14.7365,-12.5472,-12.2436,-14.2138,-13.9161,-15.7862,-15.6201,,,,,42.09115281,40.39735099,56.65024631,12.78317964,,,,,,,浙江资金买入，成功率36.32%
002888,惠威科技,22.83,10.0241,32.9,28603,258750,11700000,日换手率达到20%的前五只证券,3207739,24327,52930,77257,2019-03-25,11.05,29.86,8,-0.3942,0.1762,9.5488,8.1938,10.6001,12.2026,21.025,16.9604,14.1042,14.4934,12.615,12.7753,,,,,24.41416891,18.41286305,18.72074883,49.02110078,,,,,,,浙江资金买入，成功率35.49%
002941,新疆交建,37.38,0.565,24.47,-141,606110,15910000,日换手率达到20%的前五只证券,3207741,26866,26725,53592,2019-03-25,-0.02,8.84,24,-4.6816,-1.1233,-5.3237,-3.9452,-6.3403,-4.1096,-1.9797,0.2192,6.0193,6.3014,-1.6319,0.7671,,,,,5.50381033,73.61820715,420.61281337,420.61281337,,,,,,,主力做T，成功率24.17%
002950,奥美医疗,36.5,-2.5627,41.12,-35236,711000,19740000,日换手率达到20%的前五只证券,3207738,80270,45033,125303,2019-03-25,-4.96,17.62,18,1.9726,-1.1538,-4.4384,-6.5934,-8.7123,-8.544,-5.4247,-5.2747,-12.9041,-13.2692,-16.5205,-17.1978,,,,,230.9156845,230.9156845,230.9156845,230.9156845,,,,,,,卖一主卖，成功率37.58%
002951,金时科技,25.33,9.987,0.7,10719,10970,440000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3207749,248,10968,11216,2019-03-25,97.72,102.24,11,9.9882,10.0144,21.0028,21.0337,33.1228,18.4494,42.124,25.7358,26.4903,12.2398,25.3454,13.0653,,,,,154.82897384,154.82897384,154.82897384,154.82897384,,,,,,,买一主买，成功率82.73%
300008,天海防务,4.55,9.9034,24.36,60322,643670,146740000,日振幅值达到15%的前五只证券,3208051,25584,85905,111489,2019-03-25,9.37,17.32,27,-9.8901,-11.8943,-14.0659,-16.7401,-17.5824,-15.859,-5.2747,-3.0837,-3.5165,-5.5066,-6.5934,-5.5066,,,,,54.76190475,65.45454546,22.31182796,-32.07003564,,,,,,,江苏资金买入，成功率41.59%
300008,天海防务,4.55,9.9034,24.36,60322,643670,146740000,日涨幅偏离值达到7%的前五只证券,3208042,25584,85905,111489,2019-03-25,9.37,17.32,27,-9.8901,-11.8943,-14.0659,-16.7401,-17.5824,-15.859,-5.2747,-3.0837,-3.5165,-5.5066,-6.5934,-5.5066,,,,,54.76190475,65.45454546,22.31182796,-32.07003564,,,,,,,江苏资金买入，成功率41.59%
300103,达刚路机,11.65,-8.5557,15.91,-15539,469440,39990000,日跌幅偏离值达到7%的前五只证券,3208047,34522,18983,53505,2019-03-25,-3.31,11.40,29,2.4034,2.2007,6.7811,7.2183,-2.7468,-3.081,0.4292,3.7852,14.6781,16.0211,12.3605,14.4366,,,,,40.1925391,43.47290639,32.23609536,-1.01954037,,,,,,,实力游资卖出，成功率17.70%
300125,易世达,20.37,9.9892,5.03,16842,1172560,64330000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208061,97859,114701,212560,2019-03-25,1.44,18.13,54,-10.0147,-14.2857,-11.7329,-15,-17.133,-20.1429,-17.0839,-19.9524,-21.3549,-25.9524,-26.2641,-28.4762,,,,,102.4850833,138.3385263,103.97195641,90.76268792,,,,,,,实力游资买入，成功率39.72%
300171,东富龙,12.01,-9.97,16.6,-101350,692610,55380000,日跌幅偏离值达到7%的前五只证券,3208045,134118,32768,166886,2019-03-25,-14.63,24.10,40,-3.4971,-2.8936,-8.0766,-6.7234,-11.5737,-10.5532,-7.3272,-4.8511,-10.741,-9.3617,-12.7394,-9.7872,,,,,59.07284769,75.0728863,78.45468054,56.33309859,,,,,,,上海资金卖出，成功率37.01%
300176,派生科技,53.06,-2.9982,3.97,-332721,813720,14840000,日振幅值达到15%的前五只证券,3208049,435705,102985,538690,2019-03-25,-40.89,66.20,198,-4.1462,-1.5341,-1.0554,-10.5114,-10.9499,-19.4508,-27.8553,-34.7538,-57.3879,-61.4583,-50.7162,-48.4848,,,,,37.42553743,40.70538176,61.27227122,46.03344903,,,,,,,实力游资卖出，成功率19.39%
300185,通裕重工,2.46,9.8214,8.53,144117,558570,233890000,日涨幅偏离值达到7%的前五只证券,3208043,23018,167135,190152,2019-03-25,25.80,34.04,67,-8.1301,-8.1633,-9.7561,-8.5714,-10.1626,-9.7959,-3.252,-1.6327,-4.878,-4.898,-6.9106,-6.5306,,,,,34.42622948,49.09090906,37.43016764,16.50701798,,,,,,,四川资金买入，成功率53.92%
300241,瑞丰光电,7.74,9.9432,1.04,8245,129580,17970000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208066,40635,48880,89515,2019-03-25,6.36,69.08,33,-8.9147,-11.3692,-5.5556,-13.0807,-11.7571,-18.2152,-6.3307,-11.6137,-4.522,-10.3912,-5.6848,-10.8802,,,,,40.47186931,58.60655735,25.24271845,0.61003259,,,,,,,实力游资买入，成功率45.95%
300279,和晶科技,6.55,-9.6552,8.58,1004,179220,26810000,日跌幅偏离值达到7%的前五只证券,3208046,17655,18659,36314,2019-03-25,0.56,20.26,20,-1.0687,0.1513,1.374,0.4539,-0.7634,-1.5129,5.9542,4.9924,1.5267,-2.118,0.1527,-0.6051,,,,,25.71976966,20.62615099,12.93103449,-46.07496303,,,,,,,实力游资卖出，成功率23.35%
300334,津膜科技,10.19,-6.2558,15.82,-10183,511480,46200000,日振幅值达到15%的前五只证券,3208050,38206,28023,66229,2019-03-25,-1.99,12.95,30,-6.4769,-4.0959,-7.949,-6.5934,-9.421,-9.0909,-1.5702,-0.1998,-3.9254,-4.4955,-10.6968,-9.2907,,,,,36.59517421,30.14048527,35.50531917,-1.16391853,,,,,,,1家机构卖出，成功率49.54%
300337,银邦股份,5.76,2.3091,12.95,-34270,499470,90750000,日振幅值达到15%的前五只证券,3208052,65375,31106,96481,2019-03-25,-6.86,19.32,40,-10.0694,-10.4982,-12.8472,-13.1673,-17.0139,-14.4128,-8.5069,-7.4733,-9.8958,-11.21,-15.9722,-14.0569,,,,,46.19289344,60.44568242,-3.19327731,-20.99473128,,,,,,,实力游资买入，成功率51.54%
300414,中光防雷,24.97,10,5.42,25217,196910,8530000,日振幅值达到15%的前五只证券,3208048,24266,49483,73749,2019-03-25,12.81,37.45,39,-2.6832,-8.626,-4.0048,-10.2672,3.2439,-0.7252,15.3384,7.8244,6.2475,2.4809,1.8022,-3.4351,,,,,51.88564476,59.45083015,58.53968256,37.58516889,,,,,,,实力游资买入，成功率46.94%
300414,中光防雷,24.97,10,5.42,-23581,500650,21870000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208059,88966,65385,154351,2019-03-25,-4.71,30.83,39,-2.6832,-8.626,-4.0048,-10.2672,3.2439,-0.7252,15.3384,7.8244,6.2475,2.4809,1.8022,-3.4351,,,,,51.88564476,59.45083015,58.53968256,37.58516889,,,,,,,主力做T，成功率63.29%
300421,力星股份,19.55,10.0169,9.35,-1212,274850,14390000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208065,67531,66319,133850,2019-03-25,-0.44,48.70,24,-5.3197,-5.9596,-8.0307,-10.7071,-9.4629,-10.202,-3.376,-5.0505,6.1893,3.8384,2.5064,4.596,,,,,46.77177178,52.021773,41.30039868,13.56745225,,,,,,,上海资金买入，成功率37.89%
300497,富祥股份,22.43,10.0049,19.46,112499,672300,30830000,日涨幅偏离值达到7%的前五只证券,3208041,71393,183892,255285,2019-03-25,16.73,37.97,35,-5.885,-6.5801,0.7133,0.1299,-1.6496,-5.5411,6.7321,4.329,10.2095,3.8961,7.8021,12.5541,,,,,29.65317918,28.61238532,31.16959064,-0.15913615,,,,,,,3家机构买入，成功率47.91%
300497,富祥股份,22.43,10.0049,19.46,107272,1008000,47980000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208062,96813,204085,300898,2019-03-25,10.64,29.85,35,-5.885,-6.5801,0.7133,0.1299,-1.6496,-5.5411,6.7321,4.329,10.2095,3.8961,7.8021,12.5541,,,,,29.65317918,28.61238532,31.16959064,-0.15913615,,,,,,,2家机构买入，成功率47.64%
300536,农尚环境,19.53,10.0282,44.83,-40244,517160,27380000,日涨幅偏离值达到7%的前五只证券,3208044,102287,62043,164331,2019-03-25,-7.78,31.78,12,2.4066,4.5021,12.6472,11.0699,2.4066,5.9322,8.7558,9.5339,32.002,43.0085,11.6231,15.0424,,,,,111.59263273,119.68503929,106.8855932,49.11724712,,,,,,,实力游资买入，成功率49.92%
300536,农尚环境,19.53,10.0282,44.83,-40244,517160,27380000,日换手率达到20%的前五只证券,3208053,102287,62043,164331,2019-03-25,-7.78,31.78,12,2.4066,4.5021,12.6472,11.0699,2.4066,5.9322,8.7558,9.5339,32.002,43.0085,11.6231,15.0424,,,,,111.59263273,119.68503929,106.8855932,49.11724712,,,,,,,实力游资买入，成功率49.92%
300566,激智科技,19.28,9.9829,11.72,19651,320220,17360000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208063,36070,55721,91791,2019-03-25,6.14,28.66,18,-7.7801,-6.6736,-6.639,-9.1762,-10.4253,-11.366,-4.668,-5.5266,-7.417,-9.2805,-9.1286,-8.707,,,,,26.75871137,41.97349042,23.74839537,0.15247638,,,,,,,主力做T，成功率43.98%
300589,江龙船艇,15,4.6025,30.11,2621,271080,18070000,日换手率达到20%的前五只证券,3208055,15767,18388,34154,2019-03-25,0.97,12.60,9,-7.3333,-5.6424,-4.8,-6.1863,-4,-0.068,5.2667,7.9538,2.6667,3.3311,2.4667,3.603,,,,,24.06947893,29.75778549,21.4574899,44.81096331,,,,,,,实力游资买入，成功率20.44%
300658,延江股份,15.79,5.8311,28.31,-2090,182780,11890000,日换手率达到20%的前五只证券,3208056,47189,45100,92289,2019-03-25,-1.14,50.49,7,0.6966,-0.2533,1.4566,0.4433,-1.8999,-2.4066,1.2666,0.6966,-0.38,-0.57,-3.5465,-3.2932,,,,,27.3387097,32.02341142,14.0895954,-3.57700366,,,,,,,主力做T，成功率22.73%
300663,科蓝软件,35.4,3.1769,14.07,-11324,803690,22910000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208060,84887,73563,158449,2019-03-25,-1.41,19.72,44,5.9322,6.0882,8.6158,8.2647,-2.2316,5.4706,18.3051,35.5,56.7232,58.9412,47.5706,51.5294,,,,,101.59453305,143.63386096,107.74647887,96.57934754,,,,,,,主力做T，成功率63.57%
300709,精研科技,46.49,10.0095,5.74,5638,318550,7460000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3208064,56790,62428,119218,2019-03-25,1.77,37.43,26,-9.6365,-4.8033,-7.464,-3.4123,-13.0781,-8.7807,4.5816,7.9113,1.5057,1.717,-5.4635,-3.2819,,,,,55.48494981,70.98197868,52.6765189,-14.21061446,,,,,,,实力游资买入，成功率30.17%
300722,新余国科,38.52,5.131,25.13,5840,193330,5030000,日换手率达到20%的前五只证券,3208057,16128,21968,38095,2019-03-25,3.02,19.70,8,-4.4652,-2.2105,-6.4123,-6.1579,-7.0353,-4.5263,-0.6231,1.2632,-1.3499,-0.8421,-1.3499,0,,,,,17.01093561,25.30904357,13.39417131,4.52666795,,,,,,,主力做T，成功率43.58%
300755,华致酒行,38.61,10,36.04,24200,788670,20860000,日涨幅偏离值达到7%的前五只证券,3208040,54740,78940,133679,2019-03-25,3.07,16.95,22,-2.7713,-4.9974,-1.8389,-5.8519,-11.655,-12.8431,-3.2116,-2.1233,-1.7353,-1.7349,-2.0979,-2.9001,,,,,34.71737613,129.95830852,129.95830852,129.95830852,,,,,,,买一主买，成功率45.23%
300755,华致酒行,38.61,10,36.04,24200,788670,20860000,日换手率达到20%的前五只证券,3208054,54740,78940,133679,2019-03-25,3.07,16.95,22,-2.7713,-4.9974,-1.8389,-5.8519,-11.655,-12.8431,-3.2116,-2.1233,-1.7353,-1.7349,-2.0979,-2.9001,,,,,34.71737613,129.95830852,129.95830852,129.95830852,,,,,,,买一主买，成功率45.23%
300766,每日互动,18.84,44.0367,0.06,375,430,20000,无价格涨跌幅限制的证券,3208058,57,431,488,2019-03-25,87.15,113.44,8,9.9788,9.9903,20.966,20.9942,33.0679,33.1081,61.0403,61.0521,159.3418,159.4112,242.6221,208.9768,,,,,44.03669725,44.03669725,44.03669725,44.03669725,,,,,,,买一主买，成功率78.10%
600072,中船科技,15.7,10.021,15.05,-22099,2755260,184442723,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209220,169896,147797,317693,2019-03-25,-0.80,11.53,94,-10,-17.924,-9.7452,-17.0187,-13.3121,-14.4237,4.9045,9.3543,9.6815,2.5951,3.8217,-1.0863,,,,,85.57919624,123.32859173,85.79881657,34.30282291,,,,,,,实力游资买入，成功率49.20%
600108,亚盛集团,4.13,5.0891,10.77,-23902,2211561,561757281,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3209222,148414,124512,272926,2019-03-25,-1.08,12.34,80,-5.0847,-5.6098,4.3584,0.2439,-6.0533,-7.8049,-4.6005,-4.1463,-4.8426,-5.122,-8.2324,-8.0488,,,,,39.99999996,50.72992702,35.85526315,3.76884421,,,,,,,实力游资买入，成功率36.21%
600178,东安动力,6.57,10.0503,3.2,23849,94826,14802719,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3209227,10299,34148,44447,2019-03-25,25.15,46.87,30,-5.9361,-13.6103,-11.1111,-16.9054,-14.4597,-20.2006,-7.4581,-12.6074,-7.4581,-13.1805,0.1522,-6.1605,,,,,28.82352939,48.97959193,34.9075976,1.38888785,,,,,,,买一主买，成功率36.86%
600198,*ST大唐,12.53,5.0293,2.97,-1213,933776,79657941,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,3209223,105807,104594,210401,2019-03-25,-0.13,22.53,110,-5.0279,-8.7264,-9.7366,-10.0629,-9.4972,-11.7138,-4.6289,-2.5157,10.2155,9.0409,31.7638,35.2987,,,,,49.34445778,92.17791415,105.40983603,68.18791845,,,,,,,买一主买，成功率56.36%
600220,江苏阳光,3.39,10.0649,5.66,-29246,336251,100959977,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3209226,67082,37836,104918,2019-03-25,-8.70,31.20,60,1.4749,2.3529,-0.295,-0.8824,-6.7847,-8.2353,-1.7699,-1.4706,-3.2448,-4.7059,-5.8997,-6.4706,,,,,35.59999998,53.39366516,52.70270265,24.63235292,,,,,,,实力游资买入，成功率52.28%
